Customer_ID,Outstanding_Debt_clean_mean,Outstanding_Debt_clean_std,Outstanding_Debt_clean_min,Outstanding_Debt_clean_max,Delay_from_due_date_clean_mean,Delay_from_due_date_clean_std,Delay_from_due_date_clean_min,Delay_from_due_date_clean_max,Num_of_Delayed_Payment_clean_mean,Num_of_Delayed_Payment_clean_std,Num_of_Delayed_Payment_clean_min,Num_of_Delayed_Payment_clean_max,Changed_Credit_Limit_clean_mean,Changed_Credit_Limit_clean_std,Changed_Credit_Limit_clean_min,Changed_Credit_Limit_clean_max,Num_Credit_Inquiries_clean_mean,Num_Credit_Inquiries_clean_std,Num_Credit_Inquiries_clean_min,Num_Credit_Inquiries_clean_max,Monthly_Balance_clean_mean,Monthly_Balance_clean_std,Monthly_Balance_clean_min,Monthly_Balance_clean_max
CUS_0x414d,1.48,0.0,1.48,1.48,7.5,0.9258200997725513,6,8,19.25,0.7071067811865476,19.0,21.0,4.39,0.0,4.39,4.39,2.75,0.46291004988627565,2.0,3.0,571.5107848248115,256.3921020639893,30.487127501201485,791.5346531576997
CUS_0x415,2391.27,0.0,2391.27,2391.27,17.75,0.7071067811865477,16,18,15.875,0.3535533905932738,15.0,16.0,7.15,1.4142135623730951,3.65,7.65,12.5,2.070196678027062,11.0,15.0,304.0665387735157,18.68342517673406,269.8532372519499,324.12202802443915
CUS_0x4154,2646.39,0.0,2646.39,2646.39,53.75,1.7525491637693287,53,58,20.0,1.0690449676496974,18.0,22.0,8.63,2.070196678027063,7.63,13.63,13.375,1.7677669529663687,9.0,14.0,389.73539638622833,123.09547466364712,138.21911838085526,529.5171165390828
CUS_0x4156,1260.27,0.0,1260.27,1260.27,7.375,2.38671920665766,3,11,10.125,1.3562026818605373,8.0,13.0,7.44,1.414213562373095,6.94,10.94,1.125,0.3535533905932738,1.0,2.0,611.2621190912464,158.0877191042206,310.8537395995062,779.3075069978547
CUS_0x4157,1377.74,0.0,1377.74,1377.74,11.875,1.2464234547582247,11,14,11.375,1.9226098333849673,8.0,14.0,8.615,1.0606601717798214,8.24,11.24,6.125,2.5877458475338284,3.0,8.0,662.6030877056957,168.83792585501016,367.6845938942932,802.3004421328528
CUS_0x4159,2377.8,0.0,2377.8,2377.8,57.875,2.64237447329913,54,62,20.75,0.7071067811865471,19.0,21.0,9.78,1.4142135623730954,6.2799999999999985,10.28,7.5,1.6035674514745466,6.0,9.0,225.8463604818043,47.67027732232169,164.94375359143768,291.99177208102617
CUS_0x415b,1211.61,0.0,1211.61,1211.61,11.375,1.9226098333849675,8,13,10.25,1.5811388300841898,8.0,13.0,0.76,0.0,0.76,0.76,1.0,0.0,1.0,1.0,400.5146477880646,69.16203129919894,301.82769025173593,476.8130805511853
CUS_0x415f,199.26,0.0,199.26,199.26,4.75,0.7071067811865476,3,5,13.875,0.35355339059327384,13.0,14.0,9.735,0.3535533905932738,9.61,10.61,1.0,0.0,1.0,1.0,454.5490896159906,244.46358017734266,71.3706879977077,733.9648732677887
CUS_0x416,322.43,0.0,322.43,322.43,30.375,1.0606601717798212,30,33,12.5,1.4142135623730951,10.0,15.0,11.63,0.0,11.63,11.63,4.0,0.0,4.0,4.0,311.2831895849834,55.27265213145227,227.40408469473417,371.6331318240161
CUS_0x416a,3127.61,0.0,3127.61,3127.61,49.875,1.2464234547582247,47,51,20.75,1.1649647450214349,20.0,23.0,4.965,1.0606601717798214,2.34,5.34,6.625,1.7677669529663689,6.0,11.0,266.11634730450163,24.92510112243188,224.6513446781148,297.4322534605167
CUS_0x416d,1298.23,0.0,1298.23,1298.23,12.75,1.6690459207925603,9,15,3.5,1.3093073414159542,2.0,6.0,6.455,3.2705394924123103,0.3300000000000001,11.33,0.0,0.0,0.0,0.0,444.9904860563785,85.94011276329246,265.49648756699065,521.5755539760398
CUS_0x416f,645.14,0.0,645.14,645.14,9.125,2.1001700611413074,8,13,12.25,1.7525491637693282,9.0,15.0,0.95,0.0,0.95,0.95,3.75,0.46291004988627565,3.0,4.0,954.5607809791427,329.63158653968594,458.13147663542395,1418.0983234127814
CUS_0x4170,276.17,0.0,276.17,276.17,11.0,1.6035674514745464,8,14,19.125,1.3562026818605373,17.0,21.0,5.835,0.35355339059327373,4.96,5.96,3.75,1.3887301496588274,3.0,6.0,330.6524412616522,43.18039995355118,260.2221852527032,365.39690805681823
CUS_0x417b,1874.2,0.0,1874.2,1874.2,17.25,1.4880476182856899,14,18,16.0,1.0690449676496978,14.0,18.0,6.77,1.927248223318863,2.77,7.77,13.5,2.672612419124244,11.0,16.0,300.0498783913088,47.54401898210602,248.848014796492,369.90995449024
CUS_0x418,22.71,0.0,22.71,22.71,6.875,2.232071427428535,2,10,19.5,1.5118578920369088,17.0,22.0,10.3,1.414213562373095,6.800000000000002,10.8,7.0,0.0,7.0,7.0,304.99070356251207,42.49527487797159,244.61725777802133,356.1410178055142
CUS_0x4182,888.82,0.0,888.82,888.82,18.125,2.1001700611413074,15,21,7.625,0.7440238091428449,6.0,8.0,7.77,2.32992949004287,2.27,10.27,0.0,0.0,0.0,0.0,311.2537675537804,90.38013842115127,187.0315388875204,397.4282567201232
CUS_0x4185,4473.82,0.0,4473.82,4473.82,20.25,2.0528725518857023,19,24,25.125,0.83452296039628,24.0,27.0,17.085,2.4748737341529163,11.21,18.21,7.5,0.5345224838248486,7.0,8.0,250.27666629014854,35.16398070031098,186.51309773340577,295.2188619824581
CUS_0x4187,2434.12,0.0,2434.12,2434.12,29.875,0.3535533905932735,29,30,15.125,1.6420805617960927,12.0,18.0,15.0,3.24037034920393,9.75,21.75,8.0,1.8516401995451028,7.0,11.0,395.0457870845365,83.30036634763405,222.6736632997586,463.84851178162614
CUS_0x4188,32.11,0.0,32.11,32.11,13.5,2.1380899352993947,9,16,10.5,1.0690449676496976,10.0,13.0,17.535,2.4748737341529163,16.66,23.66,6.625,1.7677669529663689,6.0,11.0,280.2859737379188,27.07599964820875,243.05721251729682,322.58993272043654
CUS_0x4190,1576.38,0.0,1576.38,1576.38,16.125,2.03100960115899,12,18,24.75,0.8864052604279183,23.0,26.0,5.69,0.7071067811865478,3.94,5.94,10.125,2.5877458475338284,7.0,12.0,257.7676951259471,46.837115229138924,182.15608265806117,307.10063585613153
CUS_0x4192,2514.35,0.0,2514.35,2514.35,32.625,1.9226098333849666,30,36,19.25,0.7071067811865475,19.0,21.0,17.38,2.3299294900428698,14.88,22.88,8.0,0.0,8.0,8.0,258.93128836514154,43.519524469430316,187.99632289274118,307.6467811289834
CUS_0x4196,1452.98,0.0,1452.98,1452.98,28.5,1.4142135623730951,28,32,15.0,1.4142135623730951,13.0,18.0,11.77,0.0,11.77,11.77,8.0,0.0,8.0,8.0,528.4082759244371,125.45356199018077,300.38056518756304,649.4348977900272
CUS_0x4197,1428.53,0.0,1428.53,1428.53,29.125,2.64237447329913,25,34,9.0,0.5345224838248489,8.0,10.0,4.194999999999999,3.0207614933986435,2.57,9.57,2.625,1.7677669529663689,2.0,7.0,512.9581914093673,152.23664396941038,228.91096653354825,653.201186816759
CUS_0x4198,863.78,0.0,863.78,863.78,13.625,2.38671920665766,10,18,18.0,1.3093073414159555,16.0,19.0,12.205,3.0207614933986426,7.83,18.83,3.0,0.0,3.0,3.0,767.9513148168056,132.52275089617382,587.7855108833388,941.3961658729643
CUS_0x419a,2061.5,0.0,2061.5,2061.5,12.75,0.7071067811865477,11,13,18.0,1.0690449676496974,16.0,20.0,8.815,0.3535533905932742,7.939999999999999,8.94,7.0,0.0,7.0,7.0,505.8805083697895,116.16673840287561,233.63072656265058,588.2868767328321
CUS_0x419d,2391.98,0.0,2391.98,2391.98,18.5,1.414213562373095,15,19,14.375,1.187734939165421,13.0,16.0,17.815,1.0606601717798216,15.19,18.19,10.25,0.4629100498862759,10.0,11.0,284.3249617570701,102.68978244914452,154.653081997333,414.8032376686712
CUS_0x419f,143.87,0.0,143.87,143.87,15.875,1.246423454758225,14,17,9.75,1.0350983390135313,9.0,11.0,10.525,2.4748737341529163,4.4,11.4,2.0,0.0,2.0,2.0,515.6400093278522,215.69515635464447,155.870561114265,750.2835244812235
CUS_0x41a,245.3,0.0,245.3,245.3,13.75,1.6690459207925603,10,16,9.875,0.35355339059327373,9.0,10.0,10.475,1.6420805617960927,7.35,11.35,2.5,2.672612419124244,0.0,5.0,340.8954178258518,86.6682194072935,190.78585973677886,423.61716960550916
CUS_0x41a0,2258.24,0.0,2258.24,2258.24,7.875,0.3535533905932738,7,8,8.5,1.8516401995451028,5.0,11.0,17.82,3.1052950170405955,11.57,21.57,11.125,2.5877458475338284,8.0,13.0,321.5697727118696,61.38344173788455,225.89864928321202,421.1433722049492
CUS_0x41a1,3934.02,0.0,3934.02,3934.02,34.0,0.0,34,34,15.625,1.3024701806293195,14.0,18.0,28.375,1.7677669529663682,24.0,29.0,15.375,1.7677669529663687,11.0,16.0,244.51626922633173,42.455107032497516,165.0106872232276,297.847899169864
CUS_0x41a8,448.59,0.0,448.59,448.59,25.0,0.0,25,25,10.75,1.164964745021435,10.0,13.0,7.25,2.1213203435596424,2.0,8.0,6.0,0.0,6.0,6.0,604.5515668991065,186.89056365640866,291.1800151808611,820.9694284126422
CUS_0x41ac,191.55,0.0,191.55,191.55,12.875,2.6958963523950885,8,18,11.125,1.6420805617960927,8.0,14.0,8.615,1.7677669529663689,4.24,9.24,7.375,1.7677669529663689,3.0,8.0,492.69923308694433,62.8770779645941,369.76463770639344,588.6643614276786
CUS_0x41ae,146.9,0.0,146.9,146.9,9.0,0.0,9,9,13.25,1.3887301496588271,11.0,14.0,5.515,2.4748737341529163,4.64,11.64,4.75,1.3887301496588271,4.0,7.0,277.66207836182355,26.5656628163788,237.1135088875331,303.1925065852122
CUS_0x41b2,954.72,0.0,954.72,954.72,12.125,2.1001700611413083,11,16,0.375,1.0606601717798212,0.0,3.0,2.7,0.7071067811865476,2.45,4.45,1.75,1.3887301496588271,1.0,4.0,377.7357974815722,164.0485881591767,152.90913909484468,603.2904556447247
CUS_0x41b3,1141.72,0.0,1141.72,1141.72,4.875,2.03100960115899,3,9,4.75,0.46291004988627565,4.0,5.0,2.4699999999999998,2.8284271247461903,0.97,7.97,4.0,0.0,4.0,4.0,909.3487553938309,229.19033360998571,572.6076588399732,1139.825468211701
CUS_0x41b7,1514.74,0.0,1514.74,1514.74,60.125,2.2320714274285343,57,65,24.75,0.4629100498862758,24.0,25.0,6.56,1.4142135623730954,6.06,10.06,10.75,1.3887301496588271,10.0,13.0,282.9679541952113,28.67817959369552,240.0748894504736,322.0525605703636
CUS_0x41b8,1695.63,0.0,1695.63,1695.63,46.375,2.2638462845343548,43,48,23.375,1.187734939165421,21.0,24.0,5.34,3.24037034920393,-1.41,10.59,9.0,0.0,9.0,9.0,260.9963698563805,15.166287201883106,242.76566489382682,282.37895255638716
CUS_0x41be,1019.44,0.0,1019.44,1019.44,26.625,1.0606601717798212,24,27,13.875,0.35355339059327384,13.0,14.0,6.785,2.100170061141308,1.66,7.66,4.25,0.46291004988627565,4.0,5.0,488.4535878333081,103.83941476576658,279.1779286994334,623.3863082536614
CUS_0x41bf,3618.91,0.0,3618.91,3618.91,18.75,1.8322507626258082,17,23,20.25,1.3887301496588271,18.0,23.0,18.32,1.9272482233188628,14.32,19.32,8.625,1.0606601717798212,6.0,9.0,241.91925495165557,99.39741558383443,49.693439826383326,331.65421047634555
CUS_0x41c,1035.88,0.0,1035.88,1035.88,0.0,0.0,0,0,11.75,1.4880476182856899,10.0,14.0,3.09,1.851640199545103,1.59,7.59,2.0,0.0,2.0,2.0,309.6267087783846,51.565573396307315,235.8607623566827,376.2654391625288
CUS_0x41c1,489.03,0.0,489.03,489.03,30.0,2.20389266007736,25,32,14.625,1.9955307206712847,11.0,17.0,7.695,0.8345229603962802,5.82,8.82,4.0,0.0,4.0,4.0,271.9794476347134,44.351286166080705,210.97065668214108,337.8704805121264
CUS_0x41c9,431.77,0.0,431.77,431.77,6.5,2.2677868380553634,2,10,4.25,0.4629100498862757,4.0,5.0,7.785,0.3535533905932738,7.66,8.66,3.625,1.7677669529663689,3.0,8.0,544.5212957073009,159.50358549109356,248.4364990143373,703.4318328437372
CUS_0x41cc,1495.03,0.0,1495.03,1495.03,27.875,1.885091888628092,24,31,12.125,1.4330287605527772,10.0,14.0,15.115,3.4820970692960294,8.99,21.99,9.875,1.552647508520297,8.0,11.0,318.1479204925423,28.522830701227566,275.24266993373413,353.67672887877944
CUS_0x41cd,965.06,0.0,965.06,965.06,11.25,1.1649647450214349,10,14,8.0,0.0,8.0,8.0,13.43,2.5495097567963927,12.18,19.18,6.0,0.0,6.0,6.0,539.4717176122183,161.5746941695613,307.9452810642308,733.7990253194242
CUS_0x41ce,860.8,0.0,860.8,860.8,5.875,0.35355339059327384,5,6,15.375,1.0606601717798212,15.0,18.0,1.88,3.150963571444682,-2.87,8.129999999999999,1.875,2.5877458475338284,0.0,5.0,285.68169478019786,27.28080186810503,240.01811065542992,319.052626205114
CUS_0x41d3,68.66,0.0,68.66,68.66,8.875,1.3562026818605375,6,11,2.25,1.164964745021435,0.0,4.0,5.175,2.4748737341529163,-0.9500000000000002,6.05,3.0,0.0,3.0,3.0,530.1431380990813,182.95578315504054,266.93600394665094,723.5376273926404
CUS_0x41d4,655.39,0.0,655.39,655.39,15.875,1.7268882005337975,15,20,1.5,0.7559289460184544,0.0,2.0,10.855,2.4748737341529163,4.73,11.73,1.0,0.0,1.0,1.0,340.397512053838,41.32206841514122,246.12346497725585,370.3151280690803
CUS_0x41d5,2288.04,0.0,2288.04,2288.04,59.125,1.9594095320493135,56,63,16.875,2.0310096011589898,14.0,19.0,0.255,1.0606601717798212,-2.37,0.63,7.5,0.9258200997725513,6.0,8.0,246.3149711031094,33.00715885535691,209.47945827576999,301.3484965077847
CUS_0x41dc,1933.63,0.0,1933.63,1933.63,54.5,1.8516401995451026,50,56,22.75,1.98206241793023,20.0,26.0,9.675,0.35355339059327356,8.8,9.8,6.0,0.0,6.0,6.0,273.3136759361262,15.803394773045028,247.81300683065743,295.9620838832267
CUS_0x41de,2253.32,0.0,2253.32,2253.32,23.75,1.752549163769329,23,28,8.25,1.164964745021435,6.0,9.0,16.02,0.0,16.02,16.02,12.0,0.0,12.0,12.0,273.7142553459514,50.57124555513071,168.58007590659295,312.7943873503084
CUS_0x41e3,2375.42,0.0,2375.42,2375.42,35.875,0.3535533905932745,35,36,16.375,1.0606601717798212,16.0,19.0,8.445,2.4748737341529163,2.5700000000000003,9.57,10.0,0.0,10.0,10.0,430.21198378754787,122.32365008359912,224.89624531752534,598.8658262277712
CUS_0x41e4,328.41,0.0,328.41,328.41,19.25,2.187627547301936,15,22,17.0,0.7559289460184543,16.0,18.0,2.875,2.669269563007828,-3.5,5.5,4.0,2.138089935299395,2.0,6.0,310.06304485304827,15.84977760546679,278.7672553071889,329.0854355444416
CUS_0x41e5,2978.35,0.0,2978.35,2978.35,41.75,1.1649647450214349,39,43,16.125,0.8345229603962799,15.0,18.0,21.945,1.0606601717798212,19.32,22.32,8.5,2.0701966780270626,6.0,10.0,391.7921231070845,130.5960283343476,133.4185978558587,527.8714742013829
CUS_0x41e7,1304.08,0.0,1304.08,1304.08,26.375,1.1877349391654208,25,29,12.5,1.0690449676496976,12.0,15.0,7.41,0.0,7.41,7.41,11.0,0.0,11.0,11.0,477.1134396767487,149.63358418128715,189.7589265217985,627.7089234839518
CUS_0x41e8,3844.13,0.0,3844.13,3844.13,38.125,2.531938839252301,35,42,20.875,0.35355339059327373,20.0,21.0,23.04,0.0,23.04,23.04,9.0,0.0,9.0,9.0,244.5379797835987,79.16062460365485,84.72237076799038,319.6989451366032
CUS_0x41ea,95.89,0.0,95.89,95.89,7.875,1.3562026818605373,5,10,2.75,1.3887301496588271,2.0,5.0,2.135,2.9001231500945415,-0.99,8.01,1.0,0.0,1.0,1.0,237.75980777940103,93.97177078406538,117.06492991256954,375.26338303617104
CUS_0x41eb,3667.71,0.0,3667.71,3667.71,35.0,0.0,35,35,25.0,0.0,25.0,25.0,18.16,0.46291004988627565,17.41,18.41,6.0,0.0,6.0,6.0,347.8311581860535,80.94612556313349,259.92718821167324,441.5100062338465
CUS_0x41ee,1627.25,0.0,1627.25,1627.25,22.0,0.0,22,22,7.625,1.5059406173077154,6.0,10.0,15.06,1.1649647450214367,13.81,17.810000000000006,12.0,0.0,12.0,12.0,355.99031662933896,196.13783580397848,39.95336468734564,597.4034808793821
CUS_0x41f0,1814.83,0.0,1814.83,1814.83,28.5,1.3093073414159544,26,30,14.375,1.1877349391654208,12.0,15.0,7.57,3.7416573867739418,3.0700000000000003,15.07,4.75,0.46291004988627604,4.0,5.0,299.4487209027312,47.84554746544035,207.34242262635559,351.97607253626234
CUS_0x41f2,190.26,0.0,190.26,190.26,14.0,2.6726124191242437,9,19,8.0,1.1952286093343936,6.0,10.0,10.380000000000003,3.207134902949094,4.380000000000001,16.380000000000006,4.0,0.0,4.0,4.0,497.19940831693555,189.04997975093792,164.02445793011015,650.6445698186517
CUS_0x41f3,1372.24,0.0,1372.24,1372.24,14.375,1.9226098333849673,13,17,16.125,0.35355339059327384,16.0,17.0,11.86,1.8516401995451026,10.86,14.86,7.25,1.0350983390135313,6.0,8.0,607.3522348895566,43.183897262383475,533.1371042161819,671.0296105040081
CUS_0x41f4,3237.75,0.0,3237.75,3237.75,51.375,1.0606601717798214,51,54,16.875,0.8345229603962797,15.0,18.0,17.86,1.4142135623730951,17.36,21.36,7.0,0.0,7.0,7.0,240.27335615689202,39.6659147955751,185.58186269454512,292.25757173726623
CUS_0x41f5,158.95,0.0,158.95,158.95,12.875,0.35355339059327373,12,13,12.125,1.3562026818605377,10.0,15.0,5.7,2.7124053637210745,-0.049999999999999815,9.95,2.75,0.46291004988627565,2.0,3.0,281.2364410959533,15.568519298183729,263.0639775298743,305.16353381613015
CUS_0x41fa,1252.87,0.0,1252.87,1252.87,0.5,1.4142135623730951,0,4,0.0,0.0,0.0,0.0,2.92,0.0,2.92,2.92,3.0,1.8516401995451028,2.0,6.0,305.2832097427148,46.96049816612784,225.53948039135375,352.5343901932521
CUS_0x41fc,1202.4,0.0,1202.4,1202.4,5.875,0.3535533905932738,5,6,9.375,1.9226098333849673,6.0,12.0,7.67,1.4142135623730951,7.17,11.17,4.5,0.5345224838248486,4.0,5.0,327.8317241343445,71.14952264145072,192.45510800338283,393.7687859713626
CUS_0x4200,3991.34,0.0,3991.34,3991.34,40.5,0.9258200997725519,40,42,23.875,2.0310096011589898,21.0,27.0,17.945,1.7677669529663687,13.57,18.57,11.875,1.552647508520297,10.0,13.0,201.52776715103315,96.70609832631641,22.51764980570357,322.99894711024683
CUS_0x4203,1338.65,0.0,1338.65,1338.65,15.125,0.8345229603962804,14,17,6.375,1.0606601717798212,6.0,9.0,1.47,0.0,1.47,1.47,5.5,1.6035674514745466,4.0,7.0,371.67680902821087,101.44562904452987,195.99463807839143,469.6086773930574
CUS_0x4206,1751.34,0.0,1751.34,1751.34,56.0,0.0,56,56,20.25,1.1649647450214349,19.0,23.0,10.825,3.0207614933986435,9.2,16.2,7.0,0.0,7.0,7.0,245.68090821898275,31.51386845524675,187.6613660413284,288.16020317025163
CUS_0x420f,757.7,0.0,757.7,757.7,9.0,2.138089935299395,5,13,11.0,1.927248223318863,8.0,14.0,11.5,0.0,11.5,11.5,3.625,1.7677669529663689,3.0,8.0,742.6967256662161,192.05469183710343,339.28654847568765,976.4025359806676
CUS_0x4211,4312.83,0.0,4312.83,4312.83,21.25,0.7071067811865476,21,23,16.75,1.982062417930229,14.0,20.0,2.53,1.7525491637693278,-0.2200000000000002,5.7799999999999985,12.75,2.3145502494313788,9.0,14.0,300.7591379790886,89.90884330513867,108.65745168900236,396.73533499316596
CUS_0x4213,1513.71,0.0,1513.71,1513.71,15.25,2.187627547301936,12,20,20.25,1.3887301496588274,18.0,23.0,6.56,1.414213562373095,3.06,7.06,9.5,2.0701966780270626,8.0,12.0,309.20406771697714,77.19015918130127,188.64082091371932,402.70478373273215
CUS_0x4218,2515.23,0.0,2515.23,2515.23,15.125,0.3535533905932738,15,16,18.875,2.100170061141309,16.0,22.0,16.415,1.4078859531733594,13.04,17.04,8.5,0.9258200997725518,7.0,9.0,265.3939683174748,36.12594164809845,180.1380192055986,296.1051770331303
CUS_0x421d,2665.67,0.0,2665.67,2665.67,33.0,0.0,33,33,15.375,1.0606601717798214,14.0,17.0,15.25,1.4142135623730951,14.75,18.75,10.0,2.1380899352993947,8.0,12.0,405.97164238422556,95.18784602325243,260.0468113916841,554.8685387943378
CUS_0x4223,2560.45,0.0,2560.45,2560.45,57.25,0.8864052604279177,56,59,20.75,1.1649647450214347,18.0,22.0,2.49,1.4142135623730951,-1.0099999999999998,2.99,6.0,0.0,6.0,6.0,244.94846628312484,109.90959853678494,3.5128075871649003,340.7890566589656
CUS_0x4228,1061.82,0.0,1061.82,1061.82,6.625,1.407885953173359,6,10,10.125,0.3535533905932738,10.0,11.0,2.075,2.6423744732991303,-3.8,4.2,4.0,1.8516401995451028,1.0,5.0,471.3269956863366,152.36176439761107,279.59344109709247,668.522368359437
CUS_0x4229,355.4,0.0,355.4,355.4,25.625,2.924648941081891,20,30,16.75,1.164964745021435,14.0,18.0,12.775,2.4164614034338956,8.65,17.65,3.0,0.0,3.0,3.0,298.37776697565454,74.42244731153342,189.73966360461597,386.8828458206256
CUS_0x4236,965.09,0.0,965.09,965.09,7.625,1.0606601717798212,5,8,7.25,0.7071067811865478,7.0,9.0,9.07,1.4142135623730951,8.57,12.57,4.375,1.0606601717798212,4.0,7.0,329.92598835512564,45.384923084992515,253.69971211962098,391.41072214198084
CUS_0x4237,1054.9,0.0,1054.9,1054.9,11.0,2.5634797778466227,7,15,13.5,1.3093073414159542,12.0,16.0,5.48,0.0,5.48,5.48,5.5,1.4142135623730951,2.0,6.0,350.57619884037206,48.2081858748089,278.89658089563824,410.60988183170997
CUS_0x4238,1392.78,0.0,1392.78,1392.78,13.375,1.0606601717798212,13,16,1.125,0.8345229603962803,0.0,3.0,7.12,1.7525491637693282,2.87,7.87,4.0,0.0,4.0,4.0,427.6161785061646,96.79822939266032,276.83014279756117,510.69656558530767
CUS_0x423c,426.03,0.0,426.03,426.03,29.75,1.66904592079256,26,32,9.875,0.3535533905932736,9.0,10.0,15.135,0.3535533905932736,14.26,15.26,3.0,0.0,3.0,3.0,344.5635317331614,73.44594122669486,184.2063131216504,402.0332745283832
CUS_0x424,471.15,0.0,471.15,471.15,16.0,0.0,16,16,16.375,1.9226098333849668,13.0,19.0,7.22,0.7071067811865476,5.47,7.47,6.0,0.0,6.0,6.0,391.04849468539226,67.3712908441823,250.53510169260582,443.65880873723677
CUS_0x4241,1562.82,0.0,1562.82,1562.82,27.5,1.4142135623730951,24,28,13.125,0.8345229603962802,12.0,15.0,17.775,2.4748737341529154,16.9,23.9,10.5,2.0701966780270626,8.0,12.0,336.4020851976692,78.77076907183249,172.0715451940019,406.42376365530816
CUS_0x4242,705.4,0.0,705.4,705.4,19.125,0.35355339059327373,19,20,12.375,1.9955307206712847,9.0,15.0,10.58,2.5634797778466223,8.58,16.58,4.0,0.0,4.0,4.0,262.4786604566339,34.59621739012051,204.21011322651157,305.6794558358858
CUS_0x424c,454.4,0.0,454.4,454.4,0.625,0.5175491695067657,0,1,9.625,1.0606601717798212,7.0,10.0,5.61,0.0,5.61,5.61,1.0,0.0,1.0,1.0,682.650853034662,206.6256513969799,332.8820563067617,962.4163230617011
CUS_0x424f,1135.31,0.0,1135.31,1135.31,15.125,0.35355339059327373,15,16,1.0,0.0,1.0,1.0,0.6799999999999998,2.138089935299395,-4.32,1.68,3.25,1.0350983390135313,2.0,4.0,860.1691274011837,111.49819896948422,606.3991812832464,985.4174260885428
CUS_0x425,1582.55,0.0,1582.55,1582.55,30.125,2.1001700611413074,29,34,17.25,1.164964745021435,16.0,20.0,16.345,3.0908852176312576,9.47,19.47,12.375,1.7677669529663687,8.0,13.0,466.93266485798813,99.77826506928294,262.6594764635324,596.1452008468464
CUS_0x4250,2700.12,0.0,2700.12,2700.12,55.5,2.138089935299395,52,59,21.25,1.7525491637693282,18.0,24.0,25.605,2.0658792662827956,22.98,29.98,7.125,0.3535533905932738,7.0,8.0,309.7680948777486,104.26393302619329,100.9841071459893,412.84381438704116
CUS_0x4256,343.6,0.0,343.6,343.6,14.625,3.2043497223082786,9,19,2.125,0.3535533905932739,2.0,3.0,7.155,1.1877349391654206,4.78,7.78,5.75,2.3145502494313783,2.0,7.0,341.4774049808254,62.530029886795276,221.0082740707544,417.19797105985657
CUS_0x4269,604.85,0.0,604.85,604.85,15.25,2.434865792722759,11,20,15.0,0.0,15.0,15.0,10.31,1.5118578920369088,8.81,13.81,4.0,0.0,4.0,4.0,286.28470100753657,196.67602878712606,57.70699166487958,526.2782236484861
CUS_0x426a,274.98,0.0,274.98,274.98,0.125,0.3535533905932738,0,1,3.375,1.0606601717798212,3.0,6.0,11.005,2.474873734152918,9.88,16.880000000000006,5.75,2.3145502494313783,2.0,7.0,690.378667292793,96.96854168251782,532.9617133063205,804.8015290372067
CUS_0x4271,4137.37,0.0,4137.37,4137.37,14.375,1.407885953173359,11,15,24.75,0.7071067811865477,23.0,25.0,27.185,1.9955307206712842,22.56,29.56,10.0,0.0,10.0,10.0,265.22029281180465,16.169064972857573,231.2626931707453,282.444291272717
CUS_0x4274,898.45,0.0,898.45,898.45,13.375,1.597989808656935,11,16,2.5,1.5118578920369088,0.0,5.0,11.02,2.5495097567963927,9.77,16.77,1.25,1.0350983390135313,0.0,2.0,796.9095843064456,361.1098863408322,244.48683957516403,1142.5287655065672
CUS_0x4279,2672.12,0.0,2672.12,2672.12,21.75,1.752549163769329,21,26,21.5,1.3093073414159546,20.0,24.0,20.77,0.7071067811865476,19.02,21.02,8.0,0.0,8.0,8.0,289.647016295601,36.20100389391598,233.4469357502194,332.7106486709417
CUS_0x427b,3088.85,0.0,3088.85,3088.85,33.125,2.4164614034338956,29,37,17.75,0.7071067811865476,16.0,18.0,24.495,1.0606601717798212,21.87,24.87,12.0,0.0,12.0,12.0,350.9274263227053,106.45660513540419,163.49582042785298,466.3395242815685
CUS_0x4280,838.05,0.0,838.05,838.05,17.5,1.3093073414159548,16,20,19.75,0.4629100498862754,19.0,20.0,8.025,2.4748737341529163,1.9000000000000004,8.9,0.0,0.0,0.0,0.0,390.542950347897,43.326526829070524,308.83830295337395,439.4434296148147
CUS_0x4282,384.04,0.0,384.04,384.04,17.0,2.5634797778466227,13,21,14.0,1.927248223318863,11.0,17.0,4.5600000000000005,2.9640705601780613,2.81,9.81,4.0,0.0,4.0,4.0,345.8541787748127,103.29671937411064,139.9776116093367,434.37295763746187
CUS_0x4285,368.72,0.0,368.72,368.72,30.625,2.065879266282796,28,35,9.0,0.0,9.0,9.0,15.97,1.069044967649697,13.97,17.97,2.0,0.0,2.0,2.0,274.3363444682091,41.82612576772838,207.07662275972973,329.86673188731436
CUS_0x4287,655.46,0.0,655.46,655.46,9.875,1.6420805617960927,9,13,1.75,0.4629100498862757,1.0,2.0,8.835,2.1998376563477846,3.4600000000000013,10.46,3.75,0.7071067811865476,2.0,4.0,349.76423490506636,41.793665696697204,291.0046678232985,408.59132707999765
CUS_0x4293,2042.27,0.0,2042.27,2042.27,19.25,0.7071067811865471,19,21,13.0,0.0,13.0,13.0,19.12,2.8284271247461903,12.62,22.62,10.75,0.7071067811865476,9.0,11.0,358.4861893462665,77.11489291601829,210.89455959725396,448.37940043671165
CUS_0x4298,1624.6,0.0,1624.6,1624.6,57.875,1.5526475085202973,56,59,25.625,1.1877349391654208,25.0,28.0,4.92,0.0,4.92,4.92,9.5,2.0701966780270626,7.0,11.0,423.36349970833663,134.5778436978206,174.98914576219693,554.1088557302846
